InventoryID_x,Source_x,LanguageCode_x,LanguageName_x,Glottocode_x,GlottologName_x,Trump_x,LanguageFamilyRoot_x,LanguageFamilyGenus_x,Country_x,Area_x,Population_x,Latitude_x,Longitude_x,Phonemes_x,Consonants_x,Tones_x,Vowels_x,InventoryID_y,Source_y,LanguageCode_y,LanguageName_y,Glottocode_y,GlottologName_y,Trump_y,LanguageFamilyRoot_y,LanguageFamilyGenus_y,Country_y,Area_y,Population_y,Latitude_y,Longitude_y,Phonemes_y,Consonants_y,Tones_y,Vowels_y,elevation
930,PH,mkd,Macedonian,mace1250,Macedonian,1,ieur,Slavic,Macedonia,Europe,1390000,41.5957,21.7932,32,26,0,6,930.0,PH,mkd,Macedonian,mace1250,Macedonian,1.0,ieur,Slavic,Macedonia,Europe,1390000,41.5957,21.7932,32.0,26.0,0.0,6.0,670.3467407226562
931,PH,mxu,Mada,mada1293,Mada (Cameroon),1,afas,Biu-Mandara,Cameroon,Africa,17000,10.8806,14.1142,40,22,5,13,931.0,PH,mxu,Mada,mada1293,Mada (Cameroon),1.0,afas,Biu-Mandara,Cameroon,Africa,17000,10.8806,14.1142,40.0,22.0,5.0,13.0,605.4957885742188
932,PH,grg,Ma'di,madi1261,Madi,1,trng,Finisterre-Huon,Papua New Guinea,Pacific,380,-5.63017,146.407,54,45,0,9,932.0,PH,grg,Ma'di,madi1261,Madi,1.0,trng,Finisterre-Huon,Papua New Guinea,Pacific,380,-5.63017,146.407,54.0,45.0,0.0,9.0,86.00453186035156
933,PH,mva,Manam,mana1295,Manam,1,anes,Oceanic,Papua New Guinea,Pacific,7950,-4.07921,145.033,18,13,0,5,933.0,PH,mva,Manam,mana1295,Manam,1.0,anes,Oceanic,Papua New Guinea,Pacific,7950,-4.07921,145.033,18.0,13.0,0.0,5.0,-254.3581848144531
934,PH,bce,Mamenyan,bame1260,Bamenyam,1,ncon,Bantoid,Cameroon,Africa,4000,5.770490000000001,10.3302,50,39,0,11,934.0,PH,bce,Mamenyan,bame1260,Bamenyam,1.0,ncon,Bantoid,Cameroon,Africa,4000,5.770490000000001,10.3302,50.0,39.0,0.0,11.0,1204.80712890625
935,PH,nmm,Manange,mana1288,Manange,1,sitb,Bodic,Nepal,Asia,3740,28.6416,84.0515,45,30,5,10,935.0,PH,nmm,Manange,mana1288,Manange,1.0,sitb,Bodic,Nepal,Asia,3740,28.6416,84.0515,45.0,30.0,5.0,10.0,3930.1328125
936,PH,nge,Ngemba,ngem1255,Ngemba,1,ncon,Bantoid,Cameroon,Africa,18800,5.97864,10.1469,40,29,2,9,936.0,PH,nge,Ngemba,ngem1255,Ngemba,1.0,ncon,Bantoid,Cameroon,Africa,18800,5.97864,10.1469,40.0,29.0,2.0,9.0,1242.283081054688
937,PH,mec,Mara,mara1385,Mara,1,aust,Maran,Australia,Pacific,15,-14.7927,134.865,24,19,0,5,937.0,PH,mec,Mara,mara1385,Mara,1.0,aust,Maran,Australia,Pacific,15,-14.7927,134.865,24.0,19.0,0.0,5.0,18.3776683807373
938,PH,ayz,Maybrat,maib1239,Mai Brat,1,wpap,North-Central Birds Head,Indonesia,Asia,20000,-1.3679,132.591,16,11,0,5,938.0,PH,ayz,Maybrat,maib1239,Mai Brat,1.0,wpap,North-Central Birds Head,Indonesia,Asia,20000,-1.3679,132.591,16.0,11.0,0.0,5.0,239.3018188476562
939,PH,gmm,Mbodomo; Mbódɔ̀mɔ́,gbay1281,Gbaya-Mbodomo,1,ncon,Ubangi,Cameroon,Africa,20000,4.7003699999999995,14.9569,37,28,2,7,939.0,PH,gmm,Mbodomo; Mbódɔ̀mɔ́,gbay1281,Gbaya-Mbodomo,1.0,ncon,Ubangi,Cameroon,Africa,20000,4.7003699999999995,14.9569,37.0,28.0,2.0,7.0,700.3780517578125
940,PH,byv,Medumba,medu1238,Medumba,1,ncon,Bantoid,Cameroon,Africa,210000,5.10901,10.6118,25,16,0,9,940.0,PH,byv,Medumba,medu1238,Medumba,1.0,ncon,Bantoid,Cameroon,Africa,210000,5.10901,10.6118,25.0,16.0,0.0,9.0,1220.752075195312
941,PH,xmf,Mingrelian,ming1252,Mingrelian,1,kart,Kartvelian,Georgia,Asia,500000,42.5129,41.8719,35,30,0,5,941.0,PH,xmf,Mingrelian,ming1252,Mingrelian,1.0,kart,Kartvelian,Georgia,Asia,500000,42.5129,41.8719,35.0,30.0,0.0,5.0,126.4570159912109
942,PH,bfm,Mmen,mmen1238,Mmen,1,ncon,Bantoid,Cameroon,Africa,35000,6.43213,10.2541,41,27,5,9,942.0,PH,bfm,Mmen,mmen1238,Mmen,1.0,ncon,Bantoid,Cameroon,Africa,35000,6.43213,10.2541,41.0,27.0,5.0,9.0,1304.92333984375
943,PH,mwt,Moken,moke1242,Moken,2,anes,Moklen,Myanmar,Asia,7000,10.1474,98.6765,32,22,0,10,943.0,PH,mwt,Moken,moke1242,Moken,2.0,anes,Moklen,Myanmar,Asia,7000,10.1474,98.6765,32.0,22.0,0.0,10.0,72.56976318359375
944,PH,cas,Moseten,mose1249,Moseten-Chimane,4,saso,Mosetenan,Bolivia,America,5320,-14.6445,-67.8376,38,26,0,12,944.0,PH,cas,Moseten,mose1249,Moseten-Chimane,4.0,saso,Mosetenan,Bolivia,America,5320,-14.6445,-67.8376,38.0,26.0,0.0,12.0,430.3114624023438
945,PH,mgg,Mpumpun,mpon1254,Mpongmpong,1,ncon,Bantoid,Cameroon,Africa,45000,3.14015,14.866,38,29,2,7,945.0,PH,mgg,Mpumpun,mpon1254,Mpongmpong,1.0,ncon,Bantoid,Cameroon,Africa,45000,3.14015,14.866,38.0,29.0,2.0,7.0,562.0364990234375
946,PH,mhk,Mungaka,mung1266,Mungaka,1,ncon,Bantoid,Cameroon,Africa,50100,5.89752,10.0294,33,21,3,9,946.0,PH,mhk,Mungaka,mung1266,Mungaka,1.0,ncon,Bantoid,Cameroon,Africa,50100,5.89752,10.0294,33.0,21.0,3.0,9.0,1325.992309570312
947,PH,nmg,Mvumbo,kwas1243,Kwasio,1,ncon,Bantoid,Cameroon,Africa,9000,2.3935400000000002,10.0812,54,46,0,8,947.0,PH,nmg,Mvumbo,kwas1243,Kwasio,1.0,ncon,Bantoid,Cameroon,Africa,9000,2.3935400000000002,10.0812,54.0,46.0,0.0,8.0,102.3223190307617
948,PH,mlv,Mwotlap,motl1237,Motlav,1,anes,Oceanic,Vanuatu,Pacific,2200,-13.6535,167.673,22,15,0,7,948.0,PH,mlv,Mwotlap,motl1237,Motlav,1.0,anes,Oceanic,Vanuatu,Pacific,2200,-13.6535,167.673,22.0,15.0,0.0,7.0,-750.171142578125
949,PH,nnm,Namia,nami1256,Namia,1,sepr,Yellow River,Papua New Guinea,Pacific,6000,-3.8553800000000003,141.78799999999998,15,9,0,6,949.0,PH,nnm,Namia,nami1256,Namia,1.0,sepr,Yellow River,Papua New Guinea,Pacific,6000,-3.8553800000000003,141.78799999999998,15.0,9.0,0.0,6.0,75.18211364746094
950,PH,nml,Ndemli,ndem1249,Ndemli,1,ncon,Bantoid,Cameroon,Africa,5950,4.58061,10.2197,53,30,5,18,950.0,PH,nml,Ndemli,ndem1249,Ndemli,1.0,ncon,Bantoid,Cameroon,Africa,5950,4.58061,10.2197,53.0,30.0,5.0,18.0,148.4450988769531
951,PH,apm,Chiricahua Apache,mesc1238,Mescalero-Chiricahua Apache,1,nadn,Athapaskan,United States,America,1800,33.1291,-105.566,51,31,4,16,951.0,PH,apm,Chiricahua Apache,mesc1238,Mescalero-Chiricahua Apache,1.0,nadn,Athapaskan,United States,America,1800,33.1291,-105.566,51.0,31.0,4.0,16.0,2478.771240234375
952,PH,yum,Yuma,quec1382,Quechan,1,hoka,Yuman,United States,America,150,32.7859,-114.59899999999999,38,28,0,10,952.0,PH,yum,Yuma,quec1382,Quechan,1.0,hoka,Yuman,United States,America,150,32.7859,-114.59899999999999,38.0,28.0,0.0,10.0,45.12348556518555
953,PH,nnk,Nankina,nank1250,Nankina,1,trng,Finisterre-Huon,Papua New Guinea,Pacific,2500,-5.80804,146.464,20,14,0,6,953.0,PH,nnk,Nankina,nank1250,Nankina,1.0,trng,Finisterre-Huon,Papua New Guinea,Pacific,2500,-5.80804,146.464,20.0,14.0,0.0,6.0,1060.8662109375
954,PH,niq,Nandi,nand1266,Nandi,1,nsah,Nilotic,Kenya,Africa,No_estimate_available,0.793737,35.408478,23,13,0,10,954.0,PH,niq,Nandi,nand1266,Nandi,1.0,nsah,Nilotic,Kenya,Africa,No_estimate_available,0.793737,35.408478,23.0,13.0,0.0,10.0,2067.7578125
955,PH,kig,Khmu,kima1246,Kimaama,1,trng,Kolopom,Indonesia,Asia,3000,-8.018989999999999,138.355,44,20,4,20,955.0,PH,kig,Khmu,kima1246,Kimaama,1.0,trng,Kolopom,Indonesia,Asia,3000,-8.018989999999999,138.355,44.0,20.0,4.0,20.0,7.883903980255127
956,PH,mff,Naki,naki1238,Naki,1,ncon,Bantoid,Cameroon,Africa,3000,6.627839999999999,10.2378,44,36,0,8,956.0,PH,mff,Naki,naki1238,Naki,1.0,ncon,Bantoid,Cameroon,Africa,3000,6.627839999999999,10.2378,44.0,36.0,0.0,8.0,763.6161499023438
957,PH,ncl,Michoacan Nahual,mich1245,Michoacan Nahuatl,1,utaz,Aztecan,Mexico,America,3000,18.3412,-103.361,25,20,0,5,957.0,PH,ncl,Michoacan Nahual,mich1245,Michoacan Nahuatl,1.0,utaz,Aztecan,Mexico,America,3000,18.3412,-103.361,25.0,20.0,0.0,5.0,242.9098663330078
958,PH,nag,Nagamese,naga1394,Naga Pidgin,1,aspc,Creoles and Pidgins,India,Asia,30000,25.2508,93.4438,47,30,0,17,958.0,PH,nag,Nagamese,naga1394,Naga Pidgin,1.0,aspc,Creoles and Pidgins,India,Asia,30000,25.2508,93.4438,47.0,30.0,0.0,17.0,869.30126953125
959,PH,nsh,Ngishe,ngos1238,Ngoshie,1,ncon,Bantoid,Cameroon,Africa,9200,6.0461599999999995,9.83193,34,26,2,6,959.0,PH,nsh,Ngishe,ngos1238,Ngoshie,1.0,ncon,Bantoid,Cameroon,Africa,9200,6.0461599999999995,9.83193,34.0,26.0,2.0,6.0,1358.167602539062
960,PH,nig,Ngalakan,ngal1293,Ngalakan,1,aust,Ngalakan,Australia,Pacific,Extinct,-14.4281,134.716,26,17,0,9,960.0,PH,nig,Ngalakan,ngal1293,Ngalakan,1.0,aust,Ngalakan,Australia,Pacific,Extinct,-14.4281,134.716,26.0,17.0,0.0,9.0,128.4786224365234
961,PH,nam,Nganikurungkurr,nang1259,Nangikurrunggurr,1,aust,Southern Daly,Australia,Pacific,220,-14.267999999999999,131.237,28,20,0,8,961.0,PH,nam,Nganikurungkurr,nang1259,Nangikurrunggurr,1.0,aust,Southern Daly,Australia,Pacific,220,-14.267999999999999,131.237,28.0,20.0,0.0,8.0,124.4426498413086
962,PH,igo,Ngomba,iseb1246,Isebe,1,trng,Madang,Papua New Guinea,Pacific,910,-5.20719,145.691,23,9,0,14,962.0,PH,igo,Ngomba,iseb1246,Isebe,1.0,trng,Madang,Papua New Guinea,Pacific,910,-5.20719,145.691,23.0,9.0,0.0,14.0,117.6983184814453
963,PH,nla,Ngombale,ngom1271,Ngombale,1,ncon,Bantoid,Cameroon,Africa,45000,5.70306,10.1446,59,37,3,19,963.0,PH,nla,Ngombale,ngom1271,Ngombale,1.0,ncon,Bantoid,Cameroon,Africa,45000,5.70306,10.1446,59.0,37.0,3.0,19.0,1813.568237304688
964,PH,noo,Nootka,noot1239,Nootka,1,waka,Southern Wakashan,Canada,America,200,49.6212,-126.086,47,37,0,10,964.0,PH,noo,Nootka,noot1239,Nootka,1.0,waka,Southern Wakashan,Canada,America,200,49.6212,-126.086,47.0,37.0,0.0,10.0,880.88134765625
965,PH,kxm,Northern Khmer,nort2684,Northern Khmer,1,ausa,Khmer,Thailand,Asia,1400000,14.4674,103.863,43,24,0,19,965.0,PH,kxm,Northern Khmer,nort2684,Northern Khmer,1.0,ausa,Khmer,Thailand,Asia,1400000,14.4674,103.863,43.0,24.0,0.0,19.0,284.5682983398438
966,PH,pao,Northern Paiute,nort2954,Northern Paiute,1,utaz,Numic,United States,America,1630,40.0799,-119.536,24,14,0,10,966.0,PH,pao,Northern Paiute,nort2954,Northern Paiute,1.0,utaz,Numic,United States,America,1630,40.0799,-119.536,24.0,14.0,0.0,10.0,1155.0
967,PH,kcn,Nubi,nubi1253,Nubi,1,afpc,Creoles and Pidgins,Uganda,Africa,26100,-0.18321500000000002,34.7552,35,30,0,5,967.0,PH,kcn,Nubi,nubi1253,Nubi,1.0,afpc,Creoles and Pidgins,Uganda,Africa,26100,-0.18321500000000002,34.7552,35.0,30.0,0.0,5.0,1137.199829101562
968,PH,nus,Nuer,nuer1246,Nuer,2,nsah,Nilotic,Sudan,Africa,740000,8.13911,32.3829,48,20,0,28,968.0,PH,nus,Nuer,nuer1246,Nuer,2.0,nsah,Nilotic,Sudan,Africa,740000,8.13911,32.3829,48.0,20.0,0.0,28.0,408.3446044921875
969,PH,ekm,Nulibie,elip1238,Elip,1,ncon,Bantoid,Cameroon,Africa,6400,4.45694,11.193,30,19,4,7,969.0,PH,ekm,Nulibie,elip1238,Elip,1.0,ncon,Bantoid,Cameroon,Africa,6400,4.45694,11.193,30.0,19.0,4.0,7.0,419.6382446289062
970,PH,nym,Kinyamwezi,nyam1276,Nyamwezi,1,ncon,Bantoid,Tanzania,Africa,980000,-5.08559,32.9445,53,36,3,14,970.0,PH,nym,Kinyamwezi,nyam1276,Nyamwezi,1.0,ncon,Bantoid,Tanzania,Africa,980000,-5.08559,32.9445,53.0,36.0,3.0,14.0,1283.205932617188
971,PH,nyl,Nyeu,nyeu1238,Nyeu,1,ausa,Khmer,Thailand,Asia,200,14.8817,104.33,40,20,0,20,971.0,PH,nyl,Nyeu,nyeu1238,Nyeu,1.0,ausa,Khmer,Thailand,Asia,200,14.8817,104.33,40.0,20.0,0.0,20.0,139.1318206787109
972,PH,ann,Obolo,obol1243,Obolo,1,ncon,Cross River,Nigeria,Africa,200000,4.6285099999999995,7.81985,37,22,3,12,972.0,PH,ann,Obolo,obol1243,Obolo,1.0,ncon,Cross River,Nigeria,Africa,200000,4.6285099999999995,7.81985,37.0,22.0,3.0,12.0,23.23768615722656
973,PH,mpt,Mianmin,mian1256,Mian,1,trng,Ok,Papua New Guinea,Pacific,1400,-4.70881,141.523,25,13,4,8,973.0,PH,mpt,Mianmin,mian1256,Mian,1.0,trng,Ok,Papua New Guinea,Pacific,1400,-4.70881,141.523,25.0,13.0,4.0,8.0,744.8695068359375
974,PH,fai,Faiwol,faiw1243,Faiwol,1,trng,Ok,Papua New Guinea,Pacific,4500,-5.4967,141.656,20,12,0,8,974.0,PH,fai,Faiwol,faiw1243,Faiwol,1.0,trng,Ok,Papua New Guinea,Pacific,4500,-5.4967,141.656,20.0,12.0,0.0,8.0,1022.186096191406
975,PH,oku,Oku,okuu1243,Oku (Cameroon),1,ncon,Bantoid,Cameroon,Africa,40000,6.23712,10.5096,29,18,4,7,975.0,PH,oku,Oku,okuu1243,Oku (Cameroon),1.0,ncon,Bantoid,Cameroon,Africa,40000,6.23712,10.5096,29.0,18.0,4.0,7.0,2063.264892578125
976,PH,oss,Ossetian,osse1243,Ossetian,1,ieur,Iranian,Georgia,Asia,100000,41.7882,43.2674,39,30,0,9,976.0,PH,oss,Ossetian,osse1243,Ossetian,1.0,ieur,Iranian,Georgia,Asia,100000,41.7882,43.2674,39.0,30.0,0.0,9.0,1506.8310546875
977,PH,pau,Palauan,pala1344,Palauan,1,anes,Palauan,Palau,Pacific,14800,7.17,134.5,22,10,0,12,977.0,PH,pau,Palauan,pala1344,Palauan,1.0,anes,Palauan,Palau,Pacific,14800,7.17,134.5,22.0,10.0,0.0,12.0,-2100.66650390625
978,PH,okv,Orokaiva,orok1269,Orokaiva,1,trng,Binanderean,Papua New Guinea,Pacific,35000,-8.790189999999999,148.09,17,12,0,5,978.0,PH,okv,Orokaiva,orok1269,Orokaiva,1.0,trng,Binanderean,Papua New Guinea,Pacific,35000,-8.790189999999999,148.09,17.0,12.0,0.0,5.0,161.0324859619141
979,PH,yll,Yil,yill1241,Yil,1,torr,Wapei-Palei,Papua New Guinea,Pacific,2470,-3.46501,142.178,23,12,0,11,979.0,PH,yll,Yil,yill1241,Yil,1.0,torr,Wapei-Palei,Papua New Guinea,Pacific,2470,-3.46501,142.178,23.0,12.0,0.0,11.0,479.2007446289062
980,PH,niz,Ningil,ning1273,Ningil,1,torr,Wapei-Palei,Papua New Guinea,Pacific,950,-3.4973300000000003,142.251,21,14,0,7,980.0,PH,niz,Ningil,ning1273,Ningil,1.0,torr,Wapei-Palei,Papua New Guinea,Pacific,950,-3.4973300000000003,142.251,21.0,14.0,0.0,7.0,480.3883972167969
981,PH,dob,Dobu,dobu1241,Dobu,1,anes,Oceanic,Papua New Guinea,Pacific,10000,-9.63239,150.825,24,19,0,5,981.0,PH,dob,Dobu,dobu1241,Dobu,1.0,anes,Oceanic,Papua New Guinea,Pacific,10000,-9.63239,150.825,24.0,19.0,0.0,5.0,84.08566284179688
982,PH,smq,Samo,samo1303,Samo,1,trng,East Strickland,Papua New Guinea,Pacific,900,-6.15496,142.195,18,12,0,6,982.0,PH,smq,Samo,samo1303,Samo,1.0,trng,East Strickland,Papua New Guinea,Pacific,900,-6.15496,142.195,18.0,12.0,0.0,6.0,132.7186126708984
983,PH,uvh,Urii,urii1240,Uri,1,trng,Finisterre-Huon,Papua New Guinea,Pacific,2500,-6.41993,146.608,24,16,0,8,983.0,PH,uvh,Urii,urii1240,Uri,1.0,trng,Finisterre-Huon,Papua New Guinea,Pacific,2500,-6.41993,146.608,24.0,16.0,0.0,8.0,731.899169921875
984,PH,bzf,Boiken,boik1241,Boikin,1,sepr,Middle Sepik,Papua New Guinea,Pacific,31300,-3.6829699999999996,143.474,25,17,0,8,984.0,PH,bzf,Boiken,boik1241,Boikin,1.0,sepr,Middle Sepik,Papua New Guinea,Pacific,31300,-3.6829699999999996,143.474,25.0,17.0,0.0,8.0,229.691650390625
985,PH,prt,Pray,phai1238,Phai,1,ausa,Khmer,Thailand,Asia,20000,19.0383,101.21799999999999,35,17,0,18,985.0,PH,prt,Pray,phai1238,Phai,1.0,ausa,Khmer,Thailand,Asia,20000,19.0383,101.21799999999999,35.0,17.0,0.0,18.0,999.9403686523438
986,PH,mlf,Mal,mall1246,Mal,1,ausa,Khmer,Laos,Asia,23200,19.273,101.204,41,17,2,22,986.0,PH,mlf,Mal,mall1246,Mal,1.0,ausa,Khmer,Laos,Asia,23200,19.273,101.204,41.0,17.0,2.0,22.0,1635.102294921875
987,PH,rma,Rama,rama1270,Rama,1,chib,Rama,Nicaragua,America,24,11.5007,-83.8571,28,19,0,9,987.0,PH,rma,Rama,rama1270,Rama,1.0,chib,Rama,Nicaragua,America,24,11.5007,-83.8571,28.0,19.0,0.0,9.0,72.15489196777344
988,PH,xmt,Matbat,matb1237,Matbat,1,anes,Central Malayo-Polynesian,Indonesia,Asia,1250,-1.8801,130.075,20,15,0,5,988.0,PH,xmt,Matbat,matb1237,Matbat,1.0,anes,Central Malayo-Polynesian,Indonesia,Asia,1250,-1.8801,130.075,20.0,15.0,0.0,5.0,162.3519134521484
989,PH,run,Rundi,rund1242,Rundi,1,ncon,Bantoid,Burundi,Africa,4600000,-1.44174,31.3191,29,22,2,5,989.0,PH,run,Rundi,rund1242,Rundi,1.0,ncon,Bantoid,Burundi,Africa,4600000,-1.44174,31.3191,29.0,22.0,2.0,5.0,1231.7529296875
990,PH,nyn,Runyankore,nyan1307,Nyankole,1,ncon,Bantoid,Uganda,Africa,2330000,-0.46363999999999994,30.548000000000002,28,20,0,8,990.0,PH,nyn,Runyankore,nyan1307,Nyankole,1.0,ncon,Bantoid,Uganda,Africa,2330000,-0.46363999999999994,30.548000000000002,28.0,20.0,0.0,8.0,1466.4658203125
991,PH,rwr,Marwari,marw1260,Marwari (India),1,ieur,Iranian,India,Asia,5600000,27.002,75.0656,46,36,0,10,991.0,PH,rwr,Marwari,marw1260,Marwari (India),1.0,ieur,Iranian,India,Asia,5600000,27.002,75.0656,46.0,36.0,0.0,10.0,386.3271789550781
992,PH,ndi,Samba Leko,samb1305,Samba Leko,1,ncon,Adamawa,Nigeria,Africa,62000,8.19236,11.7366,34,22,3,9,992.0,PH,ndi,Samba Leko,samb1305,Samba Leko,1.0,ncon,Adamawa,Nigeria,Africa,62000,8.19236,11.7366,34.0,22.0,3.0,9.0,806.1903686523438
993,PH,sbd,Samo de Toma,sout2844,Southern Samo,1,ncon,Eastern Mande,Burkina Faso,Africa,85000,12.713,-2.9052,26,18,0,8,993.0,PH,sbd,Samo de Toma,sout2844,Southern Samo,1.0,ncon,Eastern Mande,Burkina Faso,Africa,85000,12.713,-2.9052,26.0,18.0,0.0,8.0,287.7991333007812
994,PH,sxm,Samre,samr1245,Samre,1,ausa,Khmer,Cambodia,Asia,50,13.479000000000001,103.978,41,20,0,21,994.0,PH,sxm,Samre,samr1245,Samre,1.0,ausa,Khmer,Cambodia,Asia,50,13.479000000000001,103.978,41.0,20.0,0.0,21.0,45.14535522460938
995,PH,sae,Sabane,saba1268,Sabane,1,namb,Nambikuaran,Brazil,America,1,-12.9857,-60.335,18,13,0,5,995.0,PH,sae,Sabane,saba1268,Sabane,1.0,namb,Nambikuaran,Brazil,America,1,-12.9857,-60.335,18.0,13.0,0.0,5.0,353.9925537109375
996,PH,str,Saanich,stra1244,Straits Salish,1,sali,Central Salish,Canada,America,20,48.722,-123.037,40,35,0,5,996.0,PH,str,Saanich,stra1244,Straits Salish,1.0,sali,Central Salish,Canada,America,20,48.722,-123.037,40.0,35.0,0.0,5.0,-29.21442794799805
997,PH,sas,Sasak,sasa1249,Sasak,1,anes,Malayic,Indonesia,Asia,2100000,-8.58349,116.28399999999999,30,19,0,11,997.0,PH,sas,Sasak,sasa1249,Sasak,1.0,anes,Malayic,Indonesia,Asia,2100000,-8.58349,116.28399999999999,30.0,19.0,0.0,11.0,427.9249267578125
998,PH,svr,Savara,sava1244,Savara,1,drav,South-Central Dravidian,India,Asia,20200,18.7302,84.1414,30,19,0,11,998.0,PH,svr,Savara,sava1244,Savara,1.0,drav,South-Central Dravidian,India,Asia,20200,18.7302,84.1414,30.0,19.0,0.0,11.0,124.3815689086914
999,PH,pos,Popoluca de Sayula,sayu1241,Sayula Popoluca,1,mizo,Mixe-Zoque,Mexico,America,4000,17.8606,-94.9531,25,19,0,6,999.0,PH,pos,Popoluca de Sayula,sayu1241,Sayula Popoluca,1.0,mizo,Mixe-Zoque,Mexico,America,4000,17.8606,-94.9531,25.0,19.0,0.0,6.0,85.50179290771484
1000,PH,sey,Secoya,seco1241,Secoya,1,tucn,Tucanoan,Ecuador,America,550,-0.45978500000000005,-75.5547,18,12,0,6,1000.0,PH,sey,Secoya,seco1241,Secoya,1.0,tucn,Tucanoan,Ecuador,America,550,-0.45978500000000005,-75.5547,18.0,12.0,0.0,6.0,223.6227874755859
1001,PH,trv,Sedik,taro1264,Taroko,1,anes,Atayalic,Taiwan,Asia,20000,23.9032,121.35799999999999,43,33,0,10,1001.0,PH,trv,Sedik,taro1264,Taroko,1.0,anes,Atayalic,Taiwan,Asia,20000,23.9032,121.35799999999999,43.0,33.0,0.0,10.0,2229.996337890625
1002,PH,ssg,Seimat,seim1238,Seimat,1,anes,Oceanic,Papua New Guinea,Pacific,1000,-1.5297,145.07399999999998,28,11,0,17,1002.0,PH,ssg,Seimat,seim1238,Seimat,1.0,anes,Oceanic,Papua New Guinea,Pacific,1000,-1.5297,145.07399999999998,28.0,11.0,0.0,17.0,-650.5489501953125
1003,PH,sza,Semelai,seme1247,Semelai,1,ausa,Aslian,Malaysia,Asia,6418,2.8279900000000002,102.806,50,32,0,18,1003.0,PH,sza,Semelai,seme1247,Semelai,1.0,ausa,Aslian,Malaysia,Asia,6418,2.8279900000000002,102.806,50.0,32.0,0.0,18.0,52.23633193969727
1004,PH,ser,Serrano,serr1255,Serrano,1,utaz,Takic,United States,America,1,33.9479,-116.772,42,33,0,9,1004.0,PH,ser,Serrano,serr1255,Serrano,1.0,utaz,Takic,United States,America,1,33.9479,-116.772,42.0,33.0,0.0,9.0,782.2803955078125
1005,PH,sbf,Shabo,shab1252,Shabo,1,nsah,Shabo,Ethiopia,Africa,450,7.64407,35.223,43,28,2,13,1005.0,PH,sbf,Shabo,shab1252,Shabo,1.0,nsah,Shabo,Ethiopia,Africa,450,7.64407,35.223,43.0,28.0,2.0,13.0,1579.037719726562
1006,PH,ywn,Shanenawa,yawa1260,Yawanawa,2,pano,Panoan,Brazil,America,450,-8.875630000000001,-71.8199,18,14,0,4,1006.0,PH,ywn,Shanenawa,yawa1260,Yawanawa,2.0,pano,Panoan,Brazil,America,450,-8.875630000000001,-71.8199,18.0,14.0,0.0,4.0,273.6087341308594
1007,PH,kde,Shimakonde,mako1251,Makonde,1,ncon,Bantoid,Tanzania,Africa,980000,-10.9906,39.5133,28,18,5,5,1007.0,PH,kde,Shimakonde,mako1251,Makonde,1.0,ncon,Bantoid,Tanzania,Africa,980000,-10.9906,39.5133,28.0,18.0,5.0,5.0,64.52714538574219
1008,PH,sna,Shona,shon1251,Shona,1,ncon,Bantoid,Zimbabwe,Africa,10700000,-17.2085,29.7572,42,37,0,5,1008.0,PH,sna,Shona,shon1251,Shona,1.0,ncon,Bantoid,Zimbabwe,Africa,10700000,-17.2085,29.7572,42.0,37.0,0.0,5.0,1174.2998046875
1009,PH,bax,Shupamem,bamu1253,Bamun,1,ncon,Bantoid,Cameroon,Africa,215000,5.49017,10.8477,38,28,0,10,1009.0,PH,bax,Shupamem,bamu1253,Bamun,1.0,ncon,Bantoid,Cameroon,Africa,215000,5.49017,10.8477,38.0,28.0,0.0,10.0,994.8470458984375
1010,PH,sjr,Siar-Lak,siar1238,Siar-Lak,1,anes,Oceanic,Papua New Guinea,Pacific,2080,-4.62059,152.892,22,15,0,7,1010.0,PH,sjr,Siar-Lak,siar1238,Siar-Lak,1.0,anes,Oceanic,Papua New Guinea,Pacific,2080,-4.62059,152.892,22.0,15.0,0.0,7.0,509.0507507324219
1011,PH,skr,Siraiki,sera1259,Seraiki,1,ieur,Iranian,Pakistan,Asia,13800000,29.5534,71.906,83,48,0,35,1011.0,PH,skr,Siraiki,sera1259,Seraiki,1.0,ieur,Iranian,Pakistan,Asia,13800000,29.5534,71.906,83.0,48.0,0.0,35.0,121.329963684082
1012,PH,sjw,Shawnee,shaw1249,Shawnee,1,algi,Algonquian,United States,America,200,35.354,-96.7635,19,13,0,6,1012.0,PH,sjw,Shawnee,shaw1249,Shawnee,1.0,algi,Algonquian,United States,America,200,35.354,-96.7635,19.0,13.0,0.0,6.0,312.5077514648438
1013,PH,skv,Skou,nucl1634,Nuclear Skou,1,skoo,Western Skou,Indonesia,Asia,700,-2.64378,140.90200000000002,23,13,3,7,1013.0,PH,skv,Skou,nucl1634,Nuclear Skou,1.0,skoo,Western Skou,Indonesia,Asia,700,-2.64378,140.90200000000002,23.0,13.0,3.0,7.0,248.277099609375
1014,PH,thm,So,aheu1239,Aheu,2,ausa,Khmer,Thailand,Asia,750,17.7655,104.229,72,22,0,50,1014.0,PH,thm,So,aheu1239,Aheu,2.0,ausa,Khmer,Thailand,Asia,750,17.7655,104.229,72.0,22.0,0.0,50.0,160.4022521972656
1015,PH,erk,South Efate,sout2856,South Efate,1,anes,Oceanic,Vanuatu,Pacific,6000,-17.7006,168.377,20,15,0,5,1015.0,PH,erk,South Efate,sout2856,South Efate,1.0,anes,Oceanic,Vanuatu,Pacific,6000,-17.7006,168.377,20.0,15.0,0.0,5.0,134.8191223144531
